gene	RVIS
ZAP70	-1.16
YTHDC1	-0.58
PPP2R2C	-0.67
DHX38	-1.14
ESRRG	-0.56
SLC23A2	-0.93
MCMBP	-0.65
TBX5	-0.55
KLHL24	-0.78
KDR	-1.14
DYNC1I1	-0.58
DENND2A	-0.81
CTPS1	-0.74
EZH2	-0.54
NUP62	-0.53
CAMKK1	-0.58
ARAP3	-0.71
RCC1	-0.56
ITFG2	-0.82
PIAS1	-0.51
RPA1	-1.11
FZD7	-0.47
CDC5L	-0.8
SPAG9	-1.13
INO80D	-0.46
KCNJ5	-0.53
SLC12A2	-1.31
COPS3	-0.54
CYTH3	-0.54
RC3H2	-1.33
COL4A3BP	-0.6
PHF14	-0.53
MYO1F	-1.83
NR4A2	-0.63
CX3CL1	-0.51
IREB2	-0.84
FAM102A	-0.58
DAPK1	-1.28
RBFOX1	-0.47
CORO1A	-0.51
IKZF4	-0.49
TMEM184B	-0.54
BCL6	-0.46
MTA3	-0.6
SGPP2	-0.6
TDRD1	-0.52
CAMSAP2	-0.44
MEF2D	-0.62
ZNF2	-0.62
APBB1	-0.55
FHOD3	-0.51
FXR1	-0.65
MATR3	-0.65
SEPHS1	-0.65
HMOX2	-0.76
PRKCZ	-0.98
FGD1	-0.51
PLD3	-0.51
DRD2	-0.6
GTDC2	-0.88
HOOK3	-0.67
KCNC1	-0.67
PROX1	-0.67
DTNA	-0.51
ZBTB7B	-0.64
ST5	-0.72
RYR2	-5.87
DPYSL5	-0.49
EXOC2	-0.97
HEATR5B	-2.51
ITGA3	-0.88
DENND4B	-2.46
MAP2K7	-0.51
PPP5C	-0.67
ITCH	-1.09
DENND5B	-0.44
ZNF445	-0.44
DDR2	-0.78
AGPAT3	-0.49
GABRB3	-0.49
ZCCHC6	-0.68
TH	-0.95
RPS6KA1	-1.07
ITGAL	-0.86
PSMC4	-0.56
RPS2	-0.56
RUVBL1	-0.56
CADM2	-0.6
ONECUT2	-0.6
SGIP1	-1.08
FOXK2	-0.42
UNC5B	-1.63
ARHGEF2	-0.93
B4GALT7	-0.73
SLITRK4	-0.78
DDX39A	-0.58
CNOT10	-0.51
FEM1C	-0.63
PRPF8	-3.03
AP1B1	-1.53
APC	-2.52
DRP2	-0.46
PTPN9	-0.56
BTBD11	-0.46
VPS18	-1.46
ZNF512B	-0.61
SGSM1	-0.7
SLC4A10	-0.84
HNF1B	-0.54
RCOR2	-0.51
BEGAIN	-0.6
SETD2	-0.94
RBM27	-0.84
KDM5A	-0.74
GALNT2	-0.56
SALL4	-1.47
PHF21A	-0.62
SCARA3	-1.22
SMC1A	-0.49
HECA	-0.67
KLF15	-0.67
MPP2	-1.02
SLC22A7	-1.02
SUGP1	-1.02
MYBPC1	-1.17
SLC30A3	-0.8
EDC4	-1.43
CNTNAP5	-0.99
ODF2	-0.68
CUX1	-1.87
HSPA9	-0.85
TOB2	-0.58
PARP6	-0.51
DAZAP1	-0.54
TAF1	-0.42
PLCG1	-1.97
ALDH1A3	-0.58
RDX	-0.56
STIP1	-0.56
UBE3A	-0.56
RNF126	-0.47
PRKAR1B	-1.11
SLC22A12	-1.15
PROC	-0.6
TRPM3	-1.09
PIK3CG	-0.81
RB1	-0.69
SMC6	-0.82
MAST1	-1.91
FCHO1	-1.1
EFEMP2	-0.6
E2F4	-0.74
TMPRSS11D	-0.74
SLC35F3	-0.62
KEAP1	-1.13
KCNA6	-0.52
ELFN2	-1.84
SOS1	-1.0
RNF220	-0.65
SERPING1	-0.65
MAP3K5	-0.71
SLC44A1	-0.53
AGTPBP1	-1.08
AMBRA1	-0.97
HDAC5	-1.28
NMT1	-0.56
TMOD1	-0.56
TRIM8	-0.56
UXS1	-0.56
TSSK1B	-0.46
PAK4	-0.49
SLC4A8	-0.8
GTPBP2	-0.43
PHC3	-0.46
GAD1	-0.51
SNX1	-0.51
STXBP5	-0.4
HIP1R	-1.05
NFIA	-0.54
GATA1	-0.6
XRCC5	-0.47
DLST	-0.71
RBM4	-0.52
SMARCC1	-0.84
WIPI2	-1.07
SF3B2	-1.09
DVL3	-0.96
CPSF1	-3.4
SERPINH1	-0.6
NR1H2	-0.49
ARSI	-1.04
ZNF407	-0.94
ADAP1	-0.93
TOPBP1	-0.37
PTPRK	-1.72
DGKB	-0.93
FOXJ2	-0.6
RBM14-RBM4	-0.49
RUVBL2	-1.02
PI4KB	-0.82
ARNT	-0.53
LRTM2	-0.53
PKN2	-1.07
IQGAP1	-1.23
DYRK1A	-0.42
FOXP1	-0.38
MLLT10	-1.28
LIMK1	-0.82
RASA1	-0.82
CDH2	-1.06
S1PR4	-0.53
GRIK3	-1.68
TMEM132B	-1.68
ZNF449	-0.65
RGS12	-0.46
GPC1	-1.02
ACSL4	-0.56
FOXO3	-0.49
TRHDE	-0.93
RIPK4	-1.66
SLC44A2	-0.93
PARP8	-0.91
ZC3H7A	-0.39
SNRPA	-0.54
ATL1	-0.58
PPARD	-0.58
TRPC4	-1.18
NPBWR2	-0.42
SLC9A7	-0.56
SUFU	-0.58
FN1	-2.32
FH	-0.47
RARA	-0.47
LOXL2	-1.59
ASPHD2	-0.42
FAF1	-0.42
ARHGEF10L	-0.76
SORCS3	-1.17
GLYR1	-0.89
GTF3C2	-1.4
GPR68	-0.6
CORO1C	-0.67
CREB5	-0.67
TAB3	-0.67
MAN2A1	-1.57
VPS54	-0.91
RHBDF2	-0.37
FOXO1	-0.47
RAD21	-0.51
CRTC1	-0.4
ETV1	-0.43
MSL2	-0.53
N4BP1	-0.53
SYT13	-0.53
LARGE	-0.62
HMGCR	-0.49
DENND1A	-1.46
NCKAP5L	-0.79
DCTN4	-0.51
RUSC2	-2.09
PRKACA	-0.47
CNNM4	-1.15
SCN3A	-2.48
TNFAIP3	-0.53
HIC2	-0.4
ZZEF1	-3.38
PCDH7	-1.5
RBM12	-1.0
PRKCSH	-0.89
GUCY2D	-1.37
SLC9A5	-0.87
DRD1	-0.4
DNAJA1	-0.56
NCKIPSD	-1.0
CTNNB1	-0.58
FIP1L1	-0.58
LRFN3	-0.42
TSPAN4	-0.96
ANXA6	-1.13
NRF1	-0.45
KDM1A	-0.43
LRP4	-1.33
EFNB2	-0.52
MTM1	-0.52
VPS26B	-0.52
AFAP1	-1.96
MYH14	-2.24
ARHGAP39	-1.39
MAGI1	-1.38
OR56A1	-0.69
SVIL	-1.38
SOX6	-1.11
CACNA2D2	-0.55
CCAR1	-1.09
ARID3A	-0.42
SALL1	-0.83
CELF4	-0.51
ZNF384	-0.78
TUBB4A	-0.76
HNRNPU	-0.6
IL1RAPL1	-0.6
OLFM1	-0.6
TLR7	-0.4
CDH9	-0.38
PCNXL3	-1.42
RNF38	-0.47
ZNF710	-0.71
CADM3	-0.49
LPPR1	-0.49
NAGK	-0.49
RFX4	-0.4
ZNF668	-0.51
ANKFY1	-1.75
PPP1R16B	-0.38
PKD2	-0.71
TFEB	-0.6
HPN	-0.47
PRCC	-0.47
QRICH1	-0.47
CXXC1	-0.93
DET1	-0.96
SACM1L	-0.42
DGKD	-2.34
BANP	-0.82
FBXO31	-0.82
MUM1	-0.66
IGF1R	-1.72
EIF4G2	-1.09
DHX36	-1.06
CERS1	-0.67
MAP3K13	-0.37
DOCK8	-1.94
ZNF513	-0.44
PCDH20	-0.95
HNRNPUL2	-0.38
TBC1D10A	-0.4
UBR2	-1.37
VRTN	-0.35
FBN2	-1.87
KLHL15	-0.38
KIF3A	-0.63
TMCC1	-0.45
PSME4	-1.05
POU2F2	-0.54
CAMK1	-0.52
HRH2	-0.52
SLTM	-1.04
HECTD3	-0.91
CDCA7L	-1.07
NDNF	-0.67
NEDD9	-0.37
KIT	-0.68
MCOLN1	-0.93
SCN4A	-0.75
CELF2	-0.4
CA10	-0.58
KCNJ2	-0.58
KIAA0907	-0.58
ROR2	-1.07
ERF	-0.42
TM9SF4	-0.51
HAPLN1	-0.54
STC2	-0.54
KCTD1	-0.41
ENOX1	-0.44
TEX11	-0.44
ST6GALNAC4	-0.58
CDC42EP4	-0.56
NEDD1	-0.56
GPR37	-0.42
MCF2L	-1.58
MAP2K1	-0.45
NOP56	-0.44
USP38	-1.26
ARHGEF12	-0.32
ZNF644	-0.32
ATG9A	-0.35
MTMR9	-0.82
ZNF689	-0.65
C3	-1.69
LEMD3	-1.15
PICALM	-0.49
ZBTB16	-0.8
LRRC14	-1.0
FGFR4	-1.17
PCDHGC3	-1.55
NHS	-0.73
MLST8	-0.45
ZBTB44	-0.45
CPNE5	-1.0
DIAPH2	-1.0
SRPR	-0.89
STAM	-0.49
KIFC3	-1.82
TGFB3	-0.6
ATXN2	-1.0
ATP6V1B2	-0.45
AP4E1	-0.66
GABRG2	-0.43
RNF148	-0.82
SH3KBP1	-0.42
GALNT10	-1.2
RNF166	-0.49
ZBTB5	-0.44
CSDE1	-1.0
RABEP1	-1.2
ZNF496	-1.44
MDM2	-0.52
PRPF3	-0.56
TLE2	-1.13
KCNH5	-1.46
GRIK4	-0.55
CYTH1	-0.54
EIF4B	-0.54
LMX1A	-0.74
PHF13	-0.43
USP3	-0.43
KLF12	-0.49
ZNF236	-1.53
ARCN1	-0.63
CPSF7	-0.63
METTL1	-0.63
SYT2	-0.63
DUSP7	-0.45
OTUD4	-0.99
PLXNC1	-0.33
ZNF704	-0.56
ADAMTSL1	-0.86
TYK2	-0.5
CDH12	-0.35
ERC2	-0.33
HSF1	-0.87
RAB11FIP4	-0.87
OGT	-0.41
CDKN2AIP	-0.49
KCNQ3	-0.33
SASH3	-0.45
STRBP	-0.45
NCL	-0.69
TOLLIP	-0.47
RNF31	-0.57
GDI1	-0.43
PTPN11	-0.43
RBFOX2	-0.43
ZNF296	-0.51
SPTBN2	-4.23
LCP2	-0.49
CHRD	-0.68
UBOX5	-0.4
CHN2	-0.38
ADCY1	-1.39
RUNX2	-0.45
CIZ1	-0.35
DYRK1B	-0.84
LRRC41	-0.44
TTYH3	-0.35
GON4L	-1.36
XYLT1	-1.08
PCDHGC5	-1.46
ATF7	-0.65
NUP205	-0.96
DTX3	-0.49
GPR173	-0.49
RARB	-0.49
IRF2	-0.6
ATP2B4	-0.83
PIGU	-0.4
ST6GAL1	-0.78
NKRF	-0.54
DMRT1	-0.42
PSD	-1.32
CCR7	-0.51
FLII	-2.94
KIF21B	-2.91
SLC6A1	-0.36
TRIM56	-1.04
GGNBP2	-0.93
SRPK3	-0.33
TSSK2	-0.4
FUBP3	-0.51
NFIC	-0.67
ABCD1	-0.54
PCSK1	-0.42
MED14	-0.36
SLC45A4	-1.3
THSD4	-0.94
CAMK2G	-0.56
LPAR1	-0.56
ZNF746	-0.33
GCLC	-0.47
TRAF2	-0.82
HIST1H1D	-0.38
MEIS2	-0.4
PDIA6	-0.69
USP24	-2.16
EPC1	-0.62
IGDCC3	-1.46
ALDH1A2	-0.45
WDR4	-0.93
TAOK3	-0.8
MYRIP	-0.73
DOCK7	-2.54
ITLN1	-0.44
APEX2	-0.56
LRRC55	-0.56
XPNPEP1	-0.73
PSMD1	-0.38
RBM6	-0.55
HECW2	-2.47
HSP90B1	-0.36
SORL1	-2.34
ACVRL1	-1.02
NLK	-0.49
WDR13	-0.49
ITGA11	-1.31
USP48	-0.56
SPIRE2	-0.71
ZBTB48	-1.0
DGKH	-1.3
BICD2	-1.39
DAG1	-0.57
GATA2	-0.42
SGMS1	-0.45
EWSR1	-0.78
SYT17	-1.27
SH2D3C	-0.64
ALK	-2.24
CAPRIN1	-0.52
PORCN	-0.52
PTBP2	-0.52
NT5DC2	-0.8
POU2F1	-0.33
PDZD7	-0.36
AGFG1	-0.36
PTGS2	-0.36
USP15	-0.98
EED	-0.43
HM13	-0.43
FBXO46	-0.45
PIK3CA	-0.45
FGFRL1	-0.77
GRIA2	-0.78
XYLT2	-0.48
SLC38A1	-0.38
APP	-0.98
NPAS3	-1.35
FOXN2	-0.74
SLC25A23	-1.02
CLEC16A	-1.01
EHMT2	-0.88
SPOCK1	-0.49
RNF216	-1.19
FSTL4	-0.48
AHR	-0.31
NUP188	-1.25
GNL1	-0.45
SMC2	-0.64
VPS4A	-0.85
FBXO10	-1.99
OPRL1	-0.4
MORC2	-1.68
JAKMIP2	-1.2
MPRIP	-1.3
EIF3D	-0.56
CBFA2T2	-0.36
DPF3	-0.54
GAS7	-0.54
ARHGEF1	-1.84
NR1D1	-0.78
DOCK3	-1.88
BIN1	-0.75
SLC38A5	-0.36
KBTBD6	-0.42
SRCIN1	-0.95
ADSL	-0.6
ACRC	-0.35
KIF3C	-0.75
ISYNA1	-0.62
ZNF217	-0.25
CORO2B	-0.38
IDH2	-0.38
TLK1	-0.4
SLC9A3	-1.79
EIF4A1	-0.36
CCNL1	-0.45
PRKAA1	-0.49
SNW1	-0.49
ZMYND11	-0.49
MEX3C	-0.34
DCLK2	-0.38
WDR48	-0.47
KIAA0355	-1.12
SEC61A2	-0.43
TFAP2A	-0.43
TPM1	-0.43
YTHDC2	-0.28
PTPRM	-2.03
C1QC	-0.58
MYH10	-2.08
LRP6	-1.7
GNAI2	-0.34
KAT2B	-0.33
ELMO2	-0.82
TSTA3	-1.09
OGDH	-0.48
ARMCX2	-0.49
CCNA1	-0.49
HELT	-0.49
SH3GL2	-0.49
GCK	-0.36
IGF2BP1	-0.38
CEACAM16	-0.4
SIM1	-0.82
ELAVL2	-0.41
HIST1H2AE	-0.41
SNX2	-0.69
ARPC1A	-0.52
SLC25A1	-0.52
TEAD1	-0.52
MAOB	-0.63
CPEB3	-0.43
ILF3	-1.15
NXPE3	-0.93
NCOA5	-0.96
KLHL8	-0.69
PARP1	-0.97
SDF4	-0.6
OSGIN2	-0.38
SUV420H1	-0.95
KIRREL	-0.73
DHCR24	-0.82
DTYMK	-0.54
RAB4B	-0.54
YIPF3	-0.54
RAI2	-0.42
SOX7	-0.42
EHD1	-1.38
STAT5A	-0.64
L3MBTL2	-1.17
CNOT6L	-0.38
KCNV1	-0.38
MRC2	-1.16
AK5	-0.8
HNRNPR	-0.45
KLHL12	-0.45
MAB21L1	-0.45
ARHGAP36	-0.76
UVRAG	-0.37
JAK1	-1.33
CLK2	-0.4
TMEM63B	-1.11
MCM2	-0.95
BARHL2	-0.56
GFOD1	-0.56
WNT8A	-0.56
GNA12	-0.47
IARS2	-0.93
AHCYL1	-0.43
PPP3CA	-0.43
PLXNB1	-2.51
SLC2A14	-0.53
COL6A3	-2.55
ADRA1B	-0.6
MAP3K11	-0.71
SCG2	-0.67
OSBPL6	-1.3
WDR24	-0.46
PCBP1	-0.32
CDC16	-0.47
GMEB1	-0.47
ITPK1	-0.45
RRM1	-0.64
ZC3H6	-0.57
SOGA2	-1.3
TMPPE	-0.8
ABCA3	-1.48
ABHD6	-0.49
CELF1	-0.49
UHRF2	-0.38
ITPKB	-0.26
SLC4A11	-2.34
WDR43	-0.36
FAM131B	-0.43
FNTB	-0.43
CPEB1	-0.56
MYO1D	-0.64
CNTNAP4	-0.23
AASS	-0.91
TF	-0.91
SYT14	-0.49
CBLL1	-0.52
SDCBP	-0.52
ZNF280D	-0.77
ARHGAP26	-0.87
ABTB2	-1.01
ST18	-0.61
KLHL25	-1.57
GPR56	-0.51
ULK2	-1.01
WWP2	-0.51
SPATA2	-0.86
ANO4	-0.78
LOC81691	-0.78
FBXO11	-0.69
IPO11	-0.53
TENC1	-1.31
ASF1B	-0.43
MKLN1	-0.43
SLC12A7	-2.79
AGRN	-0.22
PTPN12	-0.49
CYHR1	-0.29
HDGFRP2	-0.29
ERI3	-0.34
ABCC5	-1.97
CDH15	-1.08
IRS1	-1.3
UPB1	-0.69
PTPRE	-1.28
SESN1	-0.84
MCM3AP	-2.55
GDF2	-0.38
MECOM	-0.99
TUBG2	-0.67
FOXP2	-0.82
PRMT8	-0.41
PSMD11	-0.41
KCNA4	-0.54
RABGEF1	-0.43
CHMP6	-0.47
MAP7D1	-0.33
GPR50	-0.38
AQR	-1.02
RPS6KA2	-1.02
ST3GAL2	-0.36
LRRC8B	-1.35
PIK3R5	-0.46
CCT5	-0.42
TDRD3	-0.42
FADS2	-0.38
TBC1D16	-0.46
PAQR4	-0.47
ZNF326	-0.47
ALDH2	-0.84
TPST2	-0.84
BZW2	-0.4
ARAP1	-1.45
DYNC1LI2	-0.69
DPF1	-0.32
SMAD4	-0.32
B4GALT2	-0.36
ESRP2	-0.73
NUAK1	-0.55
ABCC8	-2.09
FLT3LG	-0.56
CYP46A1	-0.32
NIPA1	-0.32
MTMR4	-0.55
VDR	-0.62
TOP3B	-0.48
ADAM10	-0.38
INHBA	-0.38
PDP2	-0.93
PDCD1	-0.31
GRK6	-0.24
KIAA1967	-0.81
BCL6B	-0.73
MAP3K12	-0.58
ZMYM2	-1.28
TOX2	-0.26
CCNY	-0.52
KRT85	-0.46
RAPH1	-2.61
ZHX1	-0.8
ATP5A1	-0.38
TPX2	-0.38
HIST1H2BF	-0.43
RBM17	-0.43
MAPK1	-0.41
PSMD4	-0.41
ABCC9	-1.97
CADPS	-1.35
DIAPH1	-1.24
DGKQ	-2.68
NTNG1	-0.67
DMAP1	-0.76
EBF3	-0.65
EEF1G	-0.45
GAP43	-0.45
NFIB	-0.45
ERN1	-0.44
CCM2	-0.38
GRIP1	-0.53
KCNC4	-0.42
CHKA	-0.43
PAQR9	-0.43
BCL2L2-PABPN1	-0.4
HTR1B	-0.4
SLC30A10	-0.4
TCP1	-0.36
SMAD2	-0.38
USP22	-0.38
UNC5C	-0.44
DCAF6	-0.24
ZNF341	-1.14
FBXW11	-0.47
HK2	-0.95
PVRL1	-0.24
RAB3GAP2	-1.08
SEZ6L2	-1.12
FBXO24	-0.58
PPARA	-0.36
METAP2	-0.8
PICK1	-0.8
ZSCAN10	-0.62
CASC3	-0.89
UBAP2	-0.94
BACH2	-0.62
PHF16	-0.47
UNG	-0.47
DDI2	-0.36
KCNJ6	-0.36
PAX6	-0.36
DAPK3	-0.78
PGM5	-0.42
MIER3	-0.38
STARD13	-1.27
POU2AF1	-0.32
KATNAL2	-1.09
PLK1	-0.29
IGFALS	-0.88
ARHGEF11	-1.71
SMCR8	-0.79
GRINA	-0.49
NR0B1	-0.49
ZIC1	-0.49
HTR5A	-0.47
SESTD1	-0.47
CTR9	-1.11
F2R	-0.65
KCTD7	-0.65
LIN54	-0.54
MARK1	-0.31
MNT	-0.76
ELAVL1	-0.32
ESRRA	-0.36
PCDH10	-1.24
COG3	-0.27
DCTN1	-0.88
LPHN3	-0.37
BMP6	-0.34
CHRNB3	-0.34
XRN1	-0.32
ZNF282	-0.29
TMEM169	-0.49
NOL9	-0.69
ALKBH5	-0.41
CKB	-0.41
TPCN1	-1.08
VCP	-0.34
LRRC4	-0.24
DMWD	-0.56
WFIKKN2	-0.62
PRICKLE3	-0.36
C2CD2L	-0.31
EEPD1	-0.31
GRIPAP1	-0.29
NPDC1	-0.29
CHAMP1	-0.75
ACTR3B	-0.43
DNAJC7	-0.43
FAM3A	-0.43
LDB1	-0.43
MED1	-1.55
PIK3R1	-0.76
GPR132	-0.67
GAB2	-1.04
TAF1L	-0.6
FOXN3	-0.36
PREB	-0.36
SLC6A8	-0.74
LGR4	-0.26
ERO1L	-0.4
PLS3	-0.4
PTGER4	-0.4
RAB40B	-0.4
AP1M1	-0.87
MCM5	-0.44
UBA1	-0.22
FBXO9	-0.34
STK24	-0.34
PAX8	-0.47
KLHDC8B	-0.63
CCDC89	-0.31
CNOT6	-0.29
GPC3	-0.45
NUDC	-0.52
SLC30A4	-0.52
ADARB2	-0.51
KATNB1	-0.51
TUBB3	-0.76
NDRG1	-0.27
SERPINF1	-0.6
TUBGCP3	-1.51
MBTPS2	-0.56
OPN5	-0.56
PLXNA4	-0.19
FZD3	-0.89
MEPCE	-0.89
BLNK	-0.38
ANKRD50	-1.74
CEP170	-0.27
PSMC3	-0.47
SLC6A4	-0.6
USP10	-0.24
DTX4	-0.29
MLLT3	-0.36
USP51	-0.36
RAD9A	-0.33
HOXC10	-0.47
USP33	-1.44
GUCY1A2	-1.05
LPHN2	-0.19
TRMT1L	-0.51
MAB21L2	-0.34
SMARCB1	-0.34
LRRC16A	-0.86
CARD9	-0.59
TP53BP2	-1.13
MORC3	-0.71
FAM13B	-1.0
SDHA	-0.86
HSPG2	-0.31
RTN4R	-1.09
AP1M2	-0.87
CNTN2	-0.19
MED25	-0.53
KCNK9	-0.38
KLHDC3	-0.38
NXPH1	-0.38
TARDBP	-0.38
SOCS5	-0.98
PFKFB3	-1.4
UCKL1	-1.4
FAM188A	-0.91
IL1RAP	-0.64
MAPK3	-0.41
TBR1	-0.41
TM9SF3	-0.41
DCAF12L1	-0.34
DHRS3	-0.34
PITX2	-0.34
SCAF11	-0.21
PCLO	-0.18
LARP6	-0.29
TXLNA	-0.29
MEN1	-0.27
MYLK2	-0.24
C12orf44	-0.43
KCNA2	-0.43
KLF7	-0.43
CLCN6	-1.57
LGI2	-0.31
ZNF134	-0.31
GPR161	-0.8
CLIP1	-1.1
ELK3	-0.22
PRICKLE1	-0.29
RANBP6	-1.0
SLCO2B1	-0.48
NNT	-0.39
CHST11	-0.38
CRYAA	-0.38
EBF2	-0.62
DDX4	-0.31
CACNA2D3	-0.84
LBR	-0.71
ATP1B1	-0.45
MAPK10	-0.45
PYCR2	-0.71
APPBP2	-0.4
TWISTNB	-0.4
KLHL4	-0.36
SGPP1	-0.36
TOX4	-0.36
DACH2	-0.49
NAB1	-0.49
GABBR1	-0.43
INPP4B	-0.44
PTK2	-1.51
RGL2	-0.69
STAT1	-0.29
ZNF768	-0.29
PHKG2	-0.71
CCT3	-0.38
INTS2	-0.62
IQSEC2	-0.52
VPS37A	-0.54
ADAMTS9	-2.39
NFIX	-0.27
TRPC5	-0.47
ZNF318	-1.69
DTWD2	-0.45
RALGPS2	-0.27
DNAJC5	-0.34
XPR1	-0.78
INTS5	-0.97
RBM25	-0.8
DENND2D	-0.29
SLCO4A1	-1.32
ZHX3	-0.2
ATXN10	-1.02
PREP	-1.0
MKRN2	-0.67
TEC	-0.78
UBAP1	-0.82
ACRBP	-0.69
DDOST	-0.4
NACC1	-0.2
PHACTR3	-0.22
XPO4	-0.78
SMEK2	-0.51
NKD1	-0.82
EML6	-0.61
SYNPO	-0.17
STK39	-0.34
GSK3A	-0.32
CELSR3	-4.27
SLC47A1	-0.22
RBBP5	-0.47
THRB	-0.47
BAP1	-0.98
SLC43A2	-0.98
PDP1	-0.76
CUL4B	-0.36
ACVR1B	-0.41
AGPAT6	-0.41
PAFAH1B1	-0.41
SLC25A36	-0.41
C7orf26	-0.34
CNN1	-0.34
NTNG2	-0.27
PABPC1	-0.38
NR5A2	-0.29
SLC6A6	-0.29
HDLBP	-1.37
PHF20	-0.55
GABRG1	-0.8
ASIC2	-0.49
HTR1E	-0.47
UBE2Q1	-0.3
NPRL2	-0.43
SRSF6	-0.56
WDTC1	-0.44
FBXO3	-0.36
TRIM13	-0.36
KIF1C	-0.65
GTF2H1	-0.38
RSU1	-0.38
ARHGAP29	-1.48
LMNB1	-0.4
TRIM32	-0.6
ZNF618	-2.48
TRIM9	-0.49
BHLHE40	-0.31
WAPAL	-1.2
MED16	-2.73
FBLN1	-0.35
GGT7	-0.64
FBXL14	-0.58
GRM1	-0.15
TLR8	-0.24
PSMC3IP	-0.29
HS3ST1	-0.43
TMEM204	-0.43
PPP1R12A	-0.86
CABIN1	-0.66
BTBD7	-0.95
CUL5	-0.74
ZSCAN20	-0.53
MAPK7	-1.31
S1PR2	-0.4
OR4X2	-0.31
TBX20	-0.78
CYTH2	-0.65
TTC13	-0.87
NRP1	-0.48
CACNG7	-0.32
ACTA2	-0.27
DMPK	-0.77
ZBTB7C	-0.18
ABCD3	-0.65
CRTAC1	-0.77
RUFY1	-0.49
EIF3F	-0.29
PLA2G15	-0.34
NPTN	-0.45
TMEFF1	-0.45
TMEM163	-0.45
SLC39A1	-0.6
MYO5A	-1.41
SCML2	-0.49
TRAM2	-0.49
VASH1	-0.49
AMOTL1	-0.44
TMEM8B	-0.27
CHPF	-0.86
ACIN1	-0.44
DOCK10	-1.07
UBE3B	-2.23
E2F8	-0.77
RHOT2	-1.12
NFKB1	-0.48
MYO1E	-1.14
DECR2	-0.24
CDK4	-0.3
HIPK1	-1.64
CDC34	-0.65
ZC3H11A	-0.33
TRIM23	-0.62
ZFX	-0.23
TFAP2B	-0.32
ZNF500	-0.91
FOXP4	-0.95
ABI2	-0.36
ARC	-0.36
FAM78B	-0.36
MEX3A	-0.36
PPM1A	-0.36
TUBA4A	-0.36
TCERG1	-0.87
PIP5K1C	-0.31
PRPF40A	-1.11
PLCB4	-0.91
GTF2F1	-1.2
STK25	-1.05
HMGCS1	-0.41
PSPC1	-0.41
RTF1	-0.34
ATG14	-0.31
EPHA2	-0.63
MBNL2	-0.29
RBM42	-0.29
AIFM1	-0.27
FAM196A	-0.22
ALDH1A1	-0.54
LIM2	-0.54
ENG	-0.39
CAMLG	-0.38
FEM1B	-0.38
GPKOW	-0.38
ZC3H13	-0.25
GNL3L	-0.31
ETF1	-0.32
PSMC5	-0.32
ZNF483	-0.69
PWP2	-0.56
SASH1	-0.56
NCK2	-0.71
WNT5B	-0.71
FAT1	-0.39
PLA2G6	-1.59
RPS6KA5	-0.18
ELK4	-0.4
HEY2	-0.4
DIP2B	-1.81
CPT1C	-0.71
CSNK1G1	-0.34
TOMM40	-0.34
SF1	-0.87
ACAP3	-0.35
GPR176	-0.71
MAST3	-1.55
PHGDH	-0.62
CSTF3	-0.63
PAPOLA	-0.63
RLIM	-0.25
RNF145	-0.74
TRAIP	-0.36
ST14	-0.35
WDR70	-0.89
NELL2	-0.62
CUL4A	-0.42
KCNK1	-0.27
ADRBK2	-0.73
ITGB8	-0.82
CYGB	-0.43
DNAJB5	-0.43
FAF2	-0.43
GPX3	-0.43
HSD11B1	-0.43
MAP3K7	-0.43
RBMS1	-0.43
SLAMF6	-0.43
CNTN1	-1.06
CDC25B	-1.13
CLMN	-0.74
TOP2B	-0.15
THAP11	-0.3
MGRN1	-1.77
PLEKHA5	-0.42
NDST2	-1.7
LRRN3	-0.33
NUMB	-0.33
THAP4	-0.18
VLDLR	-1.06
H6PD	-0.89
FAM175B	-0.67
HIST1H2AA	-0.67
LRRN1	-0.6
PHF12	-1.13
BRWD1	-0.82
FAM126B	-0.43
CCNB3	-0.44
ARIH2	-0.29
OXSR1	-0.29
ECE1	-0.69
PRPS2	-0.27
ACTG2	-0.36
CHMP7	-0.36
FGFR1OP2	-0.36
STX1A	-0.36
FERMT2	-0.69
PCIF1	-0.84
WDR33	-0.81
CAMKK2	-0.27
AGPS	-0.38
CCNJ	-0.38
CDC73	-0.38
HIST1H2BJ	-0.38
HNRNPAB	-0.38
SLC25A28	-0.38
SRM	-0.38
DIS3L2	-0.28
API5	-0.34
KCNIP4	-0.34
PSMD3	-0.29
ATP4A	-0.97
MAG	-0.2
FBXL16	-0.32
GNB1	-0.32
THEMIS2	-0.53
SLC6A11	-0.44
GJA1	-0.27
DCAF12L2	-0.23
SLK	-0.37
CPNE2	-0.96
CD79B	-0.45
TOMM70A	-0.45
PCGF3	-0.3
YWHAG	-0.3
FBXW2	-0.38
PRPF4	-0.38
CYC1	-0.25
TP53	-0.25
CHRM1	-0.69
TRIM26	-0.56
PGD	-0.67
PID1	-0.34
RBM15	-0.95
CHRNA4	-1.97
UBE2J2	-0.41
PHC2	-0.48
WDR1	-0.57
RAVER1	-0.22
HP1BP3	-0.27
NCOA7	-0.2
IDE	-1.53
SERPINF2	-0.78
MAPK6	-0.67
TMEM245	-0.53
DCLK1	-0.65
PCDH9	-0.13
GUK1	-0.96
NUP155	-1.9
CDC37	-0.34
IKZF3	-0.34
KIAA1045	-0.34
ODC1	-0.45
GPR157	-0.27
NUP85	-0.93
MINK1	-1.46
SLC35B2	-0.82
